製品名,Summarized Efficacy
エピナスチン錠２０「アレギナール」,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：くしゃみ、鼻みず、鼻づまり
エピナスチン錠２０「ＤＸ」,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻みず、鼻づまり、くしゃみ
エピナスチン錠２０「ＥＸ」,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻みず、鼻づまり、くしゃみ
エナジーロラタジン鼻炎薬,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻みず、鼻づまり、くしゃみ
フェキソフェナジン錠「ＲＸ」ジュニア,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：くしゃみ、鼻みず、鼻づまり
トピック鼻炎「カプセル」,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：くしゃみ、鼻みず（鼻汁過多）、鼻づまり
ガノン鼻炎Ｌ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：くしゃみ、鼻水、鼻づまり、なみだ目、の
新エスベナン鼻炎カプセル,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：くしゃみ、鼻みず（鼻汁過多）、鼻づまり
オールＰ鼻炎ソフトカプセルＡ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：くしゃみ、鼻みず（鼻汁過多）、鼻づまり
チクナインｃ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず、くしゃみ、頭重。
ナザール「スプレー」,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
ナザールスプレー,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
ナザール「スプレー」《ポンプ》,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
スナイパー鼻炎スプレー《ポンプ》,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
スナイパー鼻炎スプレー《スクイーズタイプ》,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
ナザールＡＲ＜季節性アレルギー専用＞,花粉など季節性アレルギーによる次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
コンタック鼻炎スプレー＜季節性アレルギー専用＞,花粉など季節性アレルギーによる次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ナシビンＭスプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による鼻づまり。
ナザールαＡＲ＜季節性アレルギー専用＞,花粉など季節性アレルギーによる次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ナザールαＡＲ０．１％＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ナザールαＡＲ０．１％Ｃ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ナシビンメディ,鼻づまりのある急性鼻炎又は鼻づまりのあるアレルギー性鼻炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻
ナザールＧスプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ナザールＧスプレークール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
新ルル点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻みず、鼻づまり、くしゃみ、頭重。
鼻炎スプレーＮＣ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ケナリス点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ビナックス点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ビナックス点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ダイスットプレミアム,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
鼻炎スプレーＮ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ベルダサポートＡＧ点鼻薬,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）
パブロン点鼻,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻みず（鼻汁過多）、鼻づまり、くしゃみ
パブロン点鼻ＪＬ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
パブロン点鼻クイック,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻づまり、鼻みず（鼻汁過多
パブロン鼻炎アタック＜季節性アレルギー専用＞,花粉など季節性アレルギーによる次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
パブロン点鼻クイックＪＬ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻づまり、鼻みず（鼻汁過多
パブロン鼻炎アタックＪＬ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
パブロン点鼻ＥＸ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
セピーＡＺ鼻炎スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
タイヨー鼻炎スプレーＡＧ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）
タイヨー鼻炎スプレーアルファ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ハナスキット鼻炎スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
ビタトレール鼻炎スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
リフェンダ点鼻薬ＢＥ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ベンザ鼻炎スプレー,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
エージーアレルカットＣ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり
エージーアレルカットＳ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり
ニッドナーベルスプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
エージーアレルカットＥＸｃ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
エージーアレルカットＭ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり
新ナザロン点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ピロヘラーＳ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
新ピロヘラー点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
コルゲンコーワ鼻炎ジェット,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
コフチール鼻炎スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
雪の元点鼻スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
カイゲン点鼻スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
スットモア点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
スットトース点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
アスゲン点鼻薬ＡＧ,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
ヒストミン点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻みず（鼻汁過多）、鼻づまり、くしゃみ
ナーザルスキットＡＬＧ,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
ナーザルスキットＮ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
モーテン点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
雪の元ＡＧ点鼻スプレー,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
ナーザルスキット,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
モーテンＡＧ点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
ヒストミン点鼻薬ＤＸ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻づまり、鼻みず（鼻汁過多
スカイブブロンＡＧスプレー,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
スカイブブロンＮＡスプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
スカイブゴールド,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
アゼットノーズＳ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
スットモアＡＧ点鼻薬プラス,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
雪の元点鼻スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
雪の元点鼻スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
アスピー点鼻薬ＥＸａ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ビタクール点鼻ＥＸａ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ダイスット,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
アゼットノーズα,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
雪の元点鼻スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
レチナートＮＬ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
レチナート点鼻薬α,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
トリナート点鼻薬Ｓ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
イビカン,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
モーテンα点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
スットトース点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
アルガード鼻炎クールスプレーａ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ロートアルガードＳＴ鼻炎スプレー,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻みず（鼻汁過多）、鼻づま
ロートアルガードクリアノーズ季節性アレルギー専用,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
フジビトール点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
鼻炎スプレーＮ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ベルダサポートＡＧ点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
ビタトレール鼻炎スプレープラス,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ケナリス点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
エメロットＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
アナガリスＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
アナガリスＡＬＧプラス点鼻薬クール,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
グットエイドＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
グットノーズＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
グローアルファＡＬＧプラス,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
ジョイントアルファＺプラス点鼻薬,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：鼻づまり、鼻みず（鼻汁過多
フェロテナスＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
ラウレアＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
リコリプラス点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
エメロットＳＴ点鼻薬＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
アジェンテＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
アジェンテ点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
アルクイック点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
グットエイド点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
グットノーズ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
グットノーズクール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
グローアルファ点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ケナリスＳ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
コネクタス点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
スットノーズαプラス点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
フェロテナス点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ペディラス点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ＳＴ点鼻薬クールプラス＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ピュアロップ点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
スットノーズαプラス点鼻薬ＤＸ＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
ヒヤ鼻炎スプレーＡＬ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
アルクイックＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
ピュアロップＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
スットノーズαプラス点鼻薬ＦＣ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
サッチール点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
エメロット点鼻薬ＡＧ,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
ナリースル,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず、くしゃみ、頭重。
ヒフールＮ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず、くしゃみ、頭重。
エプールＮ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず、くしゃみ、頭重。
コルゲンコーワ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず、くしゃみ、頭重。
アージュＮ点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず、くしゃみ、頭重。
レガーテ点鼻薬Ｋ,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：くしゃみ、鼻水（鼻汁過多）
ジキナＮ鼻炎スプレー,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
クールワン鼻スプレー,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
コールタイジン点鼻液ａ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
ザジテンＡＬ鼻炎カプセル,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：くしゃみ、鼻みず（鼻汁過多
ザジテンＡＬ鼻炎スプレーα,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：くしゃみ、鼻みず（鼻汁過多
ザジテンＡＬ鼻炎スプレーαクール,花粉、ハウスダスト（室内塵）などによる次のような鼻のアレルギー症状の緩和：くしゃみ、鼻みず（鼻汁過多
エージーノーズアレルカットＳ,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
エージーノーズアレルカットＣ,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
エージーノーズアレルカットＭ,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
爽ＡＬ点鼻薬ａ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻みず、鼻づまり、くしゃみ、頭重。
ＤＨＣアレルギー鼻炎スプレー,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻づまり、鼻水（鼻汁過多）、
アスタシオンＡＬＧプラス点鼻薬,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
点鼻薬ＡＬプラス,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
点鼻薬ＡＬプラスクール,花粉、ハウスダスト（室内塵）等による次のような鼻のアレルギー症状の緩和：鼻水（鼻汁過多）、鼻づまり、
アスタシオン点鼻薬クール,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
フルナーゼ点鼻薬＜季節性アレルギー専用＞,花粉による季節性アレルギーの次のような症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ。
エナジー点鼻薬,アレルギー性鼻炎、急性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻水（鼻汁過多）、くしゃみ、
鼻炎スプレーＮＳ,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
カイゲン点鼻薬,急性鼻炎、アレルギー性鼻炎又は副鼻腔炎による次の諸症状の緩和：鼻づまり、鼻みず（鼻汁過多）、くしゃみ
パピナリン,耳漏、耳痛、耳掻痒、外聴道炎、耳鳴、中耳炎。
鼻療（顆粒）,アレルギー性鼻炎、鼻つまり、鼻水、鼻よりくる頭痛及び鼻よりくる頭重、鼻腔炎、蓄膿症、肥厚性鼻炎。
伶鳴,耳鳴り。
ナリピタン,耳鳴症、皮ふ炎、蕁麻疹、にきび、吹出物、肩こり。
ナリピット錠《瓶》,耳鳴症、皮ふ炎、蕁麻疹、にきび、吹出物、肩こり。
ナリピット錠《パウチ》,耳鳴症、皮ふ炎、じんましん、にきび、吹出物、肩こり。
フジビトール,蓄膿症、鼻炎。
カラビスト錠,蓄膿症、急性鼻カタル・慢性鼻カタル、肥厚性鼻炎、臭鼻症。
ビノーゼ,蓄膿症、急性鼻カタル・慢性鼻カタル、肥厚性鼻炎、臭鼻症。
セイビトウ錠,蓄膿症（副鼻腔炎）、鼻炎。
清気散,鼻炎、鼻カタル、蓄膿症、副鼻腔炎、鼻づまり、鼻病に基づく頭重・倦怠。
エンピーズ,蓄膿症、急性鼻カタル・慢性鼻カタル、肥厚性鼻炎、臭鼻症。
ホノミビスキン,蓄膿症（慢性副鼻腔炎、上顎洞化膿症）、急性副鼻腔炎（急性上顎洞炎）、急性鼻カタル・慢性鼻カタル、鼻茸
ペラックＴ細粒クール,咽頭炎・扁桃炎（のどの痛み、のどのはれ）、口内炎。
ペラックＴ錠ａ,咽頭炎・扁桃炎（のどの痛み、のどのはれ）、口内炎。
トラフル錠ａ,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
パブロンのど錠,扁桃炎・咽頭炎（のどの痛み、のどのはれ）、口内炎。
ソアキュア錠,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
オラキュア錠,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
のどメンテ,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
パルウィンＴＸ錠,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
浅田飴アズレンＣＰＣドロップ,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口腔内の殺菌・消毒、口臭の
スロナースのどスプレー,のどの炎症によるのどのいたみ・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
カイゲンＡＺのどスプレー,のどの炎症によるのどのいたみ・のどのはれ・声がれ・のどの不快感・のどのあれ、口内炎。
ジェントルスロートＡＺ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
スロパールのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
マードレトローチ,口腔内の殺菌・消毒、口臭の除去、のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどの
フェロップストローチ,口腔内の殺菌・消毒、口臭の除去、のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどの
複方ヨード・グリセリン,のどの殺菌・消毒。
ケンエールゴールソフト,のどの殺菌・消毒。
健栄のどフレッシュ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
